Where are you from? 	고향이 어디십니까? 
That's a deal. 	그렇게 하기로 약속하는 거예요. 
Just tell me who's behind this. 	이 사건의 뒤에 누가 있는지 말해줘요. 
Just tell me what's going on. 	무슨 일이 일어나고 있는지 말해줘요. 
Just tell me why you're late. 	왜 늦었는지 말해줘요. 
We know it was someone close to King. 	그건 누군가 King과 가까운 사람이라는 걸 우린 알고 있어요. 
We know it was someone very smart. 	그건 누군가 아주 영리한 사람이라는 걸 우린 알고 있어요. 
We know it was someone with red hair. 	그건 누군가 빨간 머리를 한 사람이라는 걸 우린 알고 있어요. 
We will not be terrorized by cowards. 	우린 결코 비열한 자들에게 테러를 당하지 않을 거예요. 
We will not be treated badly. 	우린 결코 심하게 다루어지지 않을 거예요.
We will not be defeated by our competition. 	우린 결코 경쟁자들에게 패하지 않을 거예요. 
He seems well-suited for the job. 	저 사람은 그 일에 꼭 알맞은 사람 같습니다. 
Does it suit you? 	그게 당신 마음에 들어요? 
Suit yourself. 	당신 좋을 대로 하세요. 
I've always tried to teach you two things. 	난 항상 자네에게 두 가지를 가르치려고 했어. 
I've always tried to tell you the truth. 	난 항상 당신에게 진실을 말하려고 했어요. 
I've always tried to do the right thing. 	난 항상 옳은 일을 하려고 했어요. 
`If your instincts are right, Renard will be back. `	`자네의 육감이 정확하다면, Renard는 돌아올 거야. `
`If your predictions are right, it will rain. `	`당신의 예측이 정확하다면, 비가 올 거예요. `
`If your hunch is right, our stocks will rise. `	`당신의 직감이 정확하다면, 우리 주식이 오를 거예요. `
And Elektra will be the next target. 	그러면 Elektra가 다음 목표가 되겠지. 
Mr. Kim will be the next president. 	김 선생이 다음 대통령이 될 거예요. 
They will be the next champions. 	그들이 새 우승자가 될 거예요. 
I saw you at my father's funeral. 	저의 아버님의 장례식에서 댁을 뵈었어요. 
I saw you at my friend's wedding. 	제 친구의 결혼식에서 당신을 봤죠. 
I saw you at the bus stop. 	버스 정류장에서 당신을 봤죠. 
You seem to have inherited his touch for diplomacy. 	아버님의 외교 감각을 물려받으신 것 같군요. 
You seem to have inherited a lot money. 	많은 돈을 물려받으신 것 같군요. 
You seem to have lost some weight. 	몸이 빠지신 것 같군요. 
Less often than you might think. 	생각하시는 것만큼 자주 그런 것은 아니에요. 
More often than you might think.	생각하시는 것보다 더 자주 그래요. 
Less often than we used to. 	전에 하던 것만큼 자주는 아니에요. 
So this is where they meet... 	그래 여기가 저들이 만나는 곳이로군요... 
So this is where we get off. 	그래 여기가 우리들이 내릴 곳이로군요. 
So this is where you live. 	그래 여기가 당신이 사는 곳이로군요. 
I need to ask you something. 	당신에게 물어볼 게 있어요. 
I need to tell you something. 	당신에게 말할 게 있어요. 
I need to buy her medicine. 	그녀에게 약을 사 줘야겠어요. 
`I told you, I don't know. `	`말했잖아요, 난 모른다고. `
`I told you, I didn't do it. `	`말했잖아요, 내가 한 게 아니라고. `
`I told you, I don't have a car. `	`말했잖아요, 난 차가 없다고. `
I'm not sure I can really help you. 	난 당신에게 도움이 될 것 같지 않은데요. 
I'm not sure I can really make it on time. 	제가 시간에 맞춰 해낼 것 같지 않은데요. 
I'm not sure I can really pass the test. 	제가 그 시험에 합격할 것 같지 않은데요. 
Would you care for some caviar? 	캐비어 좀 드시겠소? 
Would you care for a beer? 	맥주 한 잔 드시겠어요? 
Would you care for some chips? 	감자튀김 좀 드시겠어요? 
Don't make any jokes. 	농담은 하지 마세요. 
Don't make any mistakes. 	실수하지 마세요. 
Don't make any noises. 	조용히 하세요. 
Take the elevator down the hole. 	엘리베이터를 타고 실험실로 내려가세요.
Take the elevator up to the eleventh floor. 	엘리베이터를 타고 11층으로 올라가세요. 
Take the elevator down to the lobby. 	엘리베이터를 타고 로비로 내려가세요. 
What's your plan for the bomb? 	핵폭탄으로 뭘 하려는 계획이야? 
What's your plan for summer vacation? 	여름 방학에 뭘 할 계획이에요? 
What's your plan for the weekend? 	주말에 뭘 할 계획이에요? 
Neither will you. 	너도 못 나갈 걸. 
So will you. 	너도 그럴 걸. 
Neither can you. 	너도 할 수 없을 걸. 
I'm sorry to interrupt. 	방해해서 죄송합니다. 
I'm sorry to barge in. 	불쑥 들어와서 죄송합니다. 
I'm sorry to hear the bad news. 	언짢은 소식이 들리더군요. 참 안됐습니다. 
He left my villa in the middle of the night. 	그 사람은 한밤중에 제 별장을 떠났어요. 
He was sleeping in the middle of the day. 	그 사람은 대낮에 잠자고 있었어요. 
The phone rang in the middle of the meeting. 	회의가 한창 진행 중에 전화가 울렸어요. 
`After all, 'there's no point in living if you can't feel alive.' `	`어쨌든, ‘살아있음을 느끼지 못한다면 사는 의미가 없죠.`
What else do you need to know? 	뭘 더 알고 싶으세요? 
What else do you need to do? 	뭘 더 하고 싶으세요? 
What else do you need to buy? 	뭘 더 사고 싶으세요? 
None of that matters. 	그런 건 중요하지 않아요. 
None of it is true. 	그 중 아무 것도 사실이 아니에요. 
None of your business. 	당신이 관여할 일이 아니에요. 
What's wrong with snake blood? 	독사 피가 어때서요? 
What's wrong with sleeping in? 	늦잠 자는 것이 어때서요? 
What's wrong with rap music? 	랩 음악이 어때서요? 
I just don't like the idea. 	그 생각조차 싫어요. 
I just don't like the people. 	난 단지 그 사람들이 싫어요. 
I just don't like the atmosphere. 	난 단지 그 분위기가 싫어요.
It was too beautiful. 	기가 막히게 아름다운 곳이에요. 
It was too hot. 	너무 더웠어요. 
It was too silly. 	정말 바보 같은 짓이었어요. 
I try to keep it under control. 	생각하지 않으려고 해요. 
Let's try to keep it under control. 	그걸 통제하도록 해 봅시다. 
The police couldn't keep the crowd under control. 	경찰은 군중들을 통제할 수가 없었다. 
`Go ahead, sign the statement. `	`어서, 진술서에 서명하세요. `
`Go ahead, take the last piece. `	`어서, 마지막 조각을 집어요. `
`Go ahead, try to catch me. `	`어서, 날 잡아 봐요. `
But they didn't ask me about the map. 	그러나 그들은 내게 그 지도에 대해서 묻지 않았어요. 
They asked me about your health. 	그 사람들이 당신의 건강에 대해 묻더군요. 
Grandma asked me about the kids. 	할머니는 아이들에 대해 물으셨어요. 
This island may not actually even exist. 	이 섬이 사실 존재하지 않을는지도 모르죠. 
Paradise may not actually even exist. 	낙원이라는 것이 사실 존재하지 않을지도 몰라요. 
That city may not actually even exist. 	그 도시가 사실 존재하지 않을지도 몰라요. 
I don't even know if we can get there. 	거기 갈 수 있는지조차 몰라요. 
I don't even know if I can be promoted. 	내가 승진을 할 수 있는지조차 몰라요. 
I don't even know if they will come. 	그들이 올지조차 몰라요. 
He will not take us to the island. 	그가 우리를 그 섬에 데려다 주진 않을 거예요. 
He will not take us to the mall. 	그가 우리를 쇼핑 몰에 데려고 가지 않을 거예요. 
Dad will not take us fishing.	아빠는 우리를 낚시에 데려고 가지 않을 거예요. 
We are allowed to travel to this one just to stay for one night. 	이 섬으로 여행해서 딱 하루 범 묵을 것을 허락 받았어요. 
We are allowed one hour for lunch at my work. 	우리 직장에서는 점심시간으로 한 시간이 허락되어 있어요. 
We are allowed to smoke only in this section. 	이 구역에서만 흡연이 허락되어 있어요. 
It turns out to be a mouse. 	그게 쥐라는 것이 드러났어요. 
It turns out to be a lie. 	그건 거짓말이라는 것이 드러났어요. 
He turns out to be a villain. 	그가 악당이라는 것이 드러났어요. 
It always happened to a friend of a friend of someone else. 	그런 일은 언제나 다른 사람의 친구의 친구에게 일어나죠. 
I want you to meet a friend of a friend of mine. 	제 친구의 친구를 소개합니다. 
I bumped into the daughter of the president of the company. 	나는 회사의 사장 딸과 마주쳤어요. 
I made a decision to leave a copy of the map. 	그 지도의 사본을 한 장 남기기로 결심했어요. 
I made a decision to quit my job. 	직장을 그만두기로 결심했어요. 
I made a decision to stop smoking. 	금연하기로 결심했어요. 
Spreading news is part of a traveler's nature. 	정보를 퍼뜨리는 건 여행자의 본능이에요. 
Making mistakes is part of learning. 	실수를 하는 것은 배움의 일부분이에요. 
Lecturing everybody is part of a teacher's nature. 	아무에게나 설교를 하는 것은 선생님의 천성이에요. 
Etienne will be angry if I wake him. 	Etienne를 깨우면 화낼 거예요. 
The baby will cry if I put her down. 	아기를 내려놓으면 울 거예요. 
Mom will be angry if I don't finish my homework. 	내가 숙제를 마치지 않으면 엄마가 화내실 거예요. 
One night I will get the perfect photograph. 	언젠가 완벽한 사진을 찍게 될 거예요. 
One day I will ask her to marry me. 	언젠가 그녀에게 청혼할 거예요.
One night we will all go to see a movie. 	언젠가 우리 모두 영화를 보러가요. 
So how many miles do you think it is? 	그래 몇 마일이나 돼 보여요? 
So how many people are coming over to our house 	그래 몇 명이나 우리 집에 올 것 같아요? 
So how difficult do you think it is? 	그래 얼마나 어려울 거라고 생각해요? 
`If it's too far, we're going to drown. `	너무 멀면 우린 익사할 거예요. 
`If it's too far, we'll run out of gas. `	너무 멀면 휘발유가 떨어질 거예요. 
`If it's too far, I don't want to go. `	너무 멀면 난 가지 않겠어요. 
He was one of the founders of our community. 	그는 우리 공동체의 창립 멤버였어요. 
He was one of the leaders of the civil rights movement. 	그는 민권운동 지도자 중의 한 사람이었어요. 
I was one of the best performers at the show. 	나는 그 쇼에서 가장 뛰어난 연기자 중의 한 사람이었어요. 
The police didn't know what to do with the body. 	경찰은 그의 시체를 어떻게 처리할지 몰랐어요. 
The groom didn't know what to do at his wedding. 	그 신랑은 결혼식에서 어쩔 줄을 몰랐어요. 
The new plumber didn't know what to do about the broken toilet. 	새로 온 배관공은 고장 난 변기를 어떻게 해야 할지 몰랐어요. 
Even paradise takes a little shaping. 	낙원이라 할지라도 약간의 손질은 필요해요. 
Even walking takes a little practice. 	걷는 것도 약간의 연습이 필요해요. 
Raising children takes a lot of patience. 	아이를 키운다는 것은 상당한 인내를 필요로 해요. 
